timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packets,duration_sec,flag,label
2026-05-01 00:09:00,192.168.1.14,192.168.1.100,55068,3306,TCP,2204,4775,54,110.45,ACK,normal
2026-05-01 00:09:07,198.51.100.45,192.168.1.101,57337,80,TCP,729,1143,5,15.57,FIN,normal
2026-05-01 00:09:24,192.168.1.13,192.168.1.101,56496,443,TCP,1628,238,22,51.2,PSH-ACK,normal
2026-05-01 00:09:33,192.168.1.10,198.51.100.100,53347,143,TCP,140,2493,26,9.42,ACK,normal
2026-05-01 00:09:34,192.168.1.11,192.168.1.101,60481,8080,TCP,2580,4573,34,30.9,PSH-ACK,normal
2026-05-01 00:09:53,192.168.1.13,203.0.113.80,50601,993,TCP,2192,3449,12,2.38,PSH-ACK,normal
2026-05-01 00:09:57,192.168.1.13,192.168.1.200,58894,8080,TCP,349,1840,63,18.11,SYN-ACK,normal
2026-05-01 00:10:03,192.168.1.11,192.168.1.200,60303,993,TCP,2451,3573,53,61.01,PSH-ACK,normal
2026-05-01 00:10:11,203.0.113.80,192.168.1.200,55686,993,TCP,204,4472,48,114.01,FIN,normal
2026-05-01 00:10:20,198.51.100.100,192.168.1.200,53116,587,TCP,281,3940,19,40.88,ACK,normal
2026-05-01 00:10:24,198.51.100.100,192.168.1.101,55906,25,TCP,414,2004,29,15.92,ACK,normal
2026-05-01 00:10:28,198.51.100.100,192.168.1.11,60407,993,TCP,2221,2723,64,92.02,PSH-ACK,normal
2026-05-01 00:10:30,192.168.1.11,198.51.100.45,62002,993,TCP,1401,863,33,64.91,ACK,normal
2026-05-01 00:10:32,198.51.100.20,192.168.1.11,52100,3306,TCP,63,4328,16,30.26,PSH-ACK,normal
2026-05-01 00:10:36,192.168.1.10,198.51.100.20,60339,25,TCP,160,4626,59,79.17,FIN,normal
2026-05-01 00:10:42,192.168.1.12,192.168.1.101,57361,587,TCP,995,2044,17,57.06,SYN-ACK,normal
2026-05-01 00:10:44,203.0.113.5,192.168.1.100,49395,587,TCP,836,2182,16,77.95,SYN-ACK,normal
2026-05-01 00:10:47,203.0.113.5,192.168.1.200,55757,110,TCP,638,1752,68,48.79,PSH-ACK,normal
2026-05-01 00:11:32,192.168.1.14,198.51.100.20,58107,993,TCP,2841,4384,74,95.36,ACK,normal
2026-05-01 00:11:45,192.168.1.12,192.168.1.100,61947,25,TCP,1537,3221,44,90.59,PSH-ACK,normal
2026-05-01 00:12:06,192.168.1.13,203.0.113.80,60937,53,TCP,2365,4603,26,21.76,PSH-ACK,normal
2026-05-01 00:12:41,203.0.113.5,192.168.1.11,63618,8080,TCP,492,3191,59,35.35,ACK,normal
2026-05-01 00:13:16,192.168.1.13,203.0.113.5,59243,587,TCP,2236,3564,79,31.5,PSH-ACK,normal
2026-05-01 00:13:20,192.168.1.13,198.51.100.20,50861,80,TCP,2445,1466,13,63.98,PSH-ACK,normal
2026-05-01 00:13:35,192.168.1.12,198.51.100.100,61776,110,TCP,840,4157,34,70.13,SYN-ACK,normal
2026-05-01 00:13:52,192.168.1.13,198.51.100.100,49770,110,TCP,2604,3294,2,27.04,PSH-ACK,normal
2026-05-01 00:14:06,192.168.1.11,192.168.1.100,60324,25,TCP,671,4322,27,18.92,PSH-ACK,normal
2026-05-01 00:14:11,192.168.1.13,198.51.100.100,60301,110,TCP,703,3562,36,18.67,FIN,normal
2026-05-01 00:14:14,192.168.1.13,192.168.1.100,64569,53,UDP,1357,4274,64,19.58,SYN-ACK,normal
2026-05-01 00:14:14,192.168.1.10,198.51.100.100,49280,8080,TCP,1114,4547,68,11.04,PSH-ACK,normal
2026-05-01 00:14:28,192.168.1.10,198.51.100.100,61588,993,TCP,167,3635,15,48.97,SYN-ACK,normal
2026-05-01 00:14:29,192.168.1.10,192.168.1.101,63309,25,TCP,2868,1002,43,10.97,SYN-ACK,normal
2026-05-01 00:14:48,198.51.100.20,192.168.1.101,60894,53,UDP,2546,533,76,14.37,SYN-ACK,normal
2026-05-01 00:15:05,192.168.1.13,198.51.100.45,52632,8080,TCP,1641,3372,9,82.86,ACK,normal
2026-05-01 00:15:09,198.51.100.100,192.168.1.200,49928,80,TCP,2340,1961,58,47.13,FIN,normal
2026-05-01 00:15:13,192.168.1.10,192.168.1.200,50603,587,TCP,441,3089,14,67.86,PSH-ACK,normal
2026-05-01 00:15:26,192.168.1.13,203.0.113.80,62838,993,TCP,1265,2685,71,70.7,ACK,normal
2026-05-01 00:15:31,192.168.1.13,192.168.1.100,60766,143,TCP,2612,288,57,31.19,FIN,normal
2026-05-01 00:15:37,198.51.100.100,192.168.1.13,65381,993,TCP,2416,4913,6,56.41,FIN,normal
2026-05-01 00:15:46,192.168.1.13,203.0.113.5,58449,80,TCP,784,830,54,83.22,PSH-ACK,normal
2026-05-01 00:15:47,192.168.1.14,192.168.1.200,61469,443,TCP,1970,4670,31,21.11,SYN-ACK,normal
2026-05-01 00:16:15,192.168.1.14,198.51.100.100,58553,25,TCP,2678,1632,8,43.28,SYN-ACK,normal
2026-05-01 00:16:22,198.51.100.100,192.168.1.101,58675,993,TCP,1880,3404,37,77.83,ACK,normal
2026-05-01 00:16:43,192.168.1.14,203.0.113.80,64615,25,TCP,2242,4722,17,106.32,SYN-ACK,normal
2026-05-01 00:17:00,192.168.1.13,192.168.1.100,59349,587,TCP,2246,193,79,113.75,ACK,normal
2026-05-01 00:17:17,192.168.1.11,203.0.113.5,56212,3306,TCP,1408,2032,38,52.75,SYN-ACK,normal
2026-05-01 00:17:32,192.168.1.12,203.0.113.80,58637,3306,TCP,1829,4033,37,58.32,PSH-ACK,normal
2026-05-01 00:17:44,198.51.100.45,192.168.1.11,62396,3306,TCP,2554,4281,17,102.3,SYN-ACK,normal
2026-05-01 00:17:49,192.168.1.11,192.168.1.200,56179,3306,TCP,732,2889,24,36.91,SYN-ACK,normal
2026-05-01 00:17:56,192.168.1.10,203.0.113.5,53365,53,UDP,1204,1266,48,111.83,ACK,normal
2026-05-01 00:18:06,192.168.1.14,198.51.100.45,63200,8080,TCP,160,4842,56,107.93,ACK,normal
2026-05-01 00:18:20,192.168.1.14,198.51.100.45,60503,25,TCP,183,1147,45,113.08,FIN,normal
2026-05-01 00:18:36,203.0.113.80,192.168.1.13,54825,8080,TCP,2642,4410,49,103.62,ACK,normal
2026-05-01 00:18:37,192.168.1.14,192.168.1.200,61665,587,TCP,788,3252,32,61.18,SYN-ACK,normal
2026-05-01 00:18:56,192.168.1.12,192.168.1.100,55345,25,TCP,71,3344,38,4.26,PSH-ACK,normal
2026-05-01 00:19:02,192.168.1.14,198.51.100.20,56109,587,TCP,2571,4838,8,50.61,PSH-ACK,normal
2026-05-01 00:19:10,203.0.113.5,192.168.1.10,63382,53,TCP,2944,1399,59,67.09,PSH-ACK,normal
2026-05-01 00:19:14,192.168.1.11,192.168.1.100,64623,587,TCP,1684,4855,64,54.73,ACK,normal
2026-05-01 00:19:15,198.51.100.100,192.168.1.12,51213,143,TCP,2244,3085,11,43.25,FIN,normal
2026-05-01 00:19:22,192.168.1.13,192.168.1.101,51977,80,TCP,995,156,12,72.12,PSH-ACK,normal
2026-05-01 00:19:38,203.0.113.5,192.168.1.100,54548,3306,TCP,469,980,41,0.28,ACK,normal
2026-05-01 00:19:44,192.168.1.11,192.168.1.200,49823,110,TCP,1212,2585,14,18.99,PSH-ACK,normal
2026-05-01 00:19:50,192.168.1.14,192.168.1.100,51829,993,TCP,351,3362,56,85.78,PSH-ACK,normal
2026-05-01 00:19:51,203.0.113.5,192.168.1.12,60011,3306,TCP,2805,4058,42,103.44,FIN,normal
2026-05-01 00:19:55,192.168.1.13,203.0.113.80,56058,110,TCP,698,3030,45,108.31,PSH-ACK,normal
2026-05-01 00:19:55,192.168.1.11,198.51.100.100,58231,993,TCP,1194,4048,58,108.31,SYN-ACK,normal
2026-05-01 00:19:57,192.168.1.13,192.168.1.101,56728,110,TCP,1813,2499,1,65.79,ACK,normal
2026-05-01 00:20:06,192.168.1.12,192.168.1.200,61661,110,TCP,1817,2304,59,50.7,SYN-ACK,normal
2026-05-01 00:20:13,192.168.1.14,203.0.113.80,63421,993,TCP,1265,1063,38,86.4,FIN,normal
2026-05-01 00:20:18,192.168.1.11,198.51.100.100,64632,80,TCP,808,1922,8,75.89,PSH-ACK,normal
2026-05-01 00:20:21,192.168.1.11,192.168.1.200,64366,3306,TCP,1384,1931,75,109.19,SYN-ACK,normal
2026-05-01 00:20:54,203.0.113.80,192.168.1.12,57617,443,TCP,250,252,63,84.83,SYN-ACK,normal
2026-05-01 00:20:56,203.0.113.80,192.168.1.10,55545,143,TCP,2034,1218,50,115.66,PSH-ACK,normal
2026-05-01 00:20:58,192.168.1.13,192.168.1.101,52806,3306,TCP,2432,3620,57,93.29,ACK,normal
2026-05-01 00:21:07,192.168.1.14,198.51.100.20,58426,8080,TCP,2283,1755,73,76.99,ACK,normal
2026-05-01 00:21:11,192.168.1.13,198.51.100.45,49987,25,TCP,785,155,55,64.48,PSH-ACK,normal
2026-05-01 00:21:11,203.0.113.5,192.168.1.100,55497,80,TCP,1807,397,2,115.8,FIN,normal
2026-05-01 00:21:20,192.168.1.14,203.0.113.80,51457,3306,TCP,529,3662,20,91.4,SYN-ACK,normal
2026-05-01 00:21:24,192.168.1.13,192.168.1.101,56721,8080,TCP,741,1690,46,19.21,FIN,normal
2026-05-01 00:21:36,198.51.100.20,192.168.1.10,63952,3306,TCP,824,1064,71,104.3,ACK,normal
2026-05-01 00:21:36,192.168.1.11,192.168.1.200,64988,143,TCP,519,4910,50,9.86,ACK,normal
2026-05-01 00:21:41,198.51.100.20,192.168.1.100,58029,143,TCP,1351,870,27,86.38,ACK,normal
2026-05-01 00:21:48,198.51.100.45,192.168.1.101,61946,3306,TCP,503,4096,27,116.76,SYN-ACK,normal
2026-05-01 00:22:17,192.168.1.14,192.168.1.200,49579,25,TCP,2807,1136,17,4.34,ACK,normal
2026-05-01 00:22:26,192.168.1.13,198.51.100.100,58253,110,TCP,2573,3450,19,68.69,ACK,normal
2026-05-01 00:22:45,192.168.1.10,192.168.1.100,57600,3306,TCP,2543,4257,49,63.42,FIN,normal
2026-05-01 00:22:54,192.168.1.13,192.168.1.100,54206,587,TCP,1263,3777,54,108.22,PSH-ACK,normal
2026-05-01 00:23:17,203.0.113.80,192.168.1.12,49733,587,TCP,1627,717,47,4.76,SYN-ACK,normal
2026-05-01 00:23:23,192.168.1.13,192.168.1.101,53804,143,TCP,1842,3596,62,73.16,FIN,normal
2026-05-01 00:23:33,192.168.1.10,192.168.1.101,64527,8080,TCP,1970,3819,74,88.06,PSH-ACK,normal
2026-05-01 00:23:34,192.168.1.11,198.51.100.20,52413,25,TCP,1474,3602,30,12.96,SYN-ACK,normal
2026-05-01 00:23:40,192.168.1.13,203.0.113.80,54524,53,UDP,2120,3208,72,79.77,SYN-ACK,normal
2026-05-01 00:23:45,192.168.1.14,203.0.113.80,51176,8080,TCP,2093,1699,6,110.54,FIN,normal
2026-05-01 00:23:55,192.168.1.14,192.168.1.200,50587,443,TCP,936,4905,76,14.2,ACK,normal
2026-05-01 00:24:13,192.168.1.11,192.168.1.200,60113,443,TCP,2167,2623,6,83.7,PSH-ACK,normal
2026-05-01 00:24:15,192.168.1.11,192.168.1.200,57348,25,TCP,1235,1895,80,32.7,SYN-ACK,normal
2026-05-01 00:24:16,192.168.1.10,198.51.100.20,61057,587,TCP,606,3870,8,102.73,PSH-ACK,normal
2026-05-01 00:24:22,198.51.100.45,192.168.1.100,55912,3306,TCP,2151,2408,14,1.81,FIN,normal
2026-05-01 00:24:25,192.168.1.13,198.51.100.45,58186,143,TCP,1101,174,15,85.12,ACK,normal
2026-05-01 00:24:28,192.168.1.13,198.51.100.20,59166,110,TCP,2943,1576,17,78.06,ACK,normal
2026-05-01 00:24:29,203.0.113.5,192.168.1.101,54181,53,TCP,2824,2338,57,42.98,ACK,normal
2026-05-01 00:24:47,192.168.1.10,192.168.1.101,52174,443,TCP,2733,1883,80,13.83,PSH-ACK,normal
2026-05-01 00:24:58,203.0.113.5,192.168.1.13,50925,3306,TCP,2646,3233,40,62.93,FIN,normal
2026-05-01 00:25:17,192.168.1.11,192.168.1.100,57273,993,TCP,2052,939,52,77.96,ACK,normal
2026-05-01 00:25:26,198.51.100.45,192.168.1.101,64529,53,TCP,2685,1385,64,104.33,SYN-ACK,normal
2026-05-01 00:25:35,192.168.1.11,203.0.113.80,65006,143,TCP,2393,4038,45,22.54,PSH-ACK,normal
2026-05-01 00:25:39,192.168.1.14,192.168.1.200,49833,143,TCP,1159,3906,22,1.25,FIN,normal
2026-05-01 00:26:22,192.168.1.12,203.0.113.80,52512,993,TCP,1011,3445,54,100.84,FIN,normal
2026-05-01 00:26:26,203.0.113.80,192.168.1.101,51168,587,TCP,2742,4693,50,91.52,PSH-ACK,normal
2026-05-01 00:26:37,192.168.1.13,192.168.1.101,64906,587,TCP,2818,1643,25,53.08,PSH-ACK,normal
2026-05-01 00:26:40,198.51.100.45,192.168.1.12,63578,25,TCP,196,4768,9,107.93,FIN,normal
2026-05-01 00:26:42,192.168.1.10,192.168.1.200,53370,993,TCP,708,2713,74,60.84,PSH-ACK,normal
2026-05-01 00:26:44,192.168.1.10,198.51.100.100,50304,53,TCP,942,2355,80,88.29,FIN,normal
2026-05-01 00:27:00,192.168.1.14,203.0.113.5,60094,110,TCP,936,1582,27,59.96,PSH-ACK,normal
2026-05-01 00:27:12,192.168.1.11,203.0.113.5,60591,3306,TCP,2600,1023,25,61.52,PSH-ACK,normal
2026-05-01 00:27:18,192.168.1.10,198.51.100.20,50650,80,TCP,2302,2428,61,43.85,ACK,normal
2026-05-01 00:27:22,192.168.1.11,192.168.1.101,63155,25,TCP,508,4912,80,94.8,FIN,normal
2026-05-01 00:27:32,192.168.1.13,192.168.1.101,56325,993,TCP,221,1973,58,89.28,ACK,normal
2026-05-01 00:27:33,192.168.1.11,203.0.113.5,56187,993,TCP,152,3169,23,31.84,SYN-ACK,normal
2026-05-01 00:27:34,192.168.1.10,192.168.1.101,64694,443,TCP,2705,2193,30,118.97,SYN-ACK,normal
2026-05-01 00:28:18,192.168.1.11,192.168.1.200,54147,143,TCP,2023,3196,26,27.39,ACK,normal
2026-05-01 00:28:36,192.168.1.10,192.168.1.200,57341,53,UDP,357,724,57,49.04,SYN-ACK,normal
2026-05-01 00:28:44,192.168.1.11,192.168.1.200,59093,143,TCP,1862,2035,69,76.63,FIN,normal
2026-05-01 00:28:46,192.168.1.11,192.168.1.200,62384,443,TCP,492,1650,17,33.66,ACK,normal
2026-05-01 00:28:47,203.0.113.80,192.168.1.14,50536,8080,TCP,1273,2703,60,24.57,PSH-ACK,normal
2026-05-01 00:28:59,192.168.1.12,198.51.100.45,56889,587,TCP,2044,3722,13,91.92,ACK,normal
2026-05-01 00:29:24,198.51.100.100,192.168.1.200,53152,143,TCP,2997,3060,27,118.01,SYN-ACK,normal
2026-05-01 00:30:01,198.51.100.45,192.168.1.101,52599,3306,TCP,81,146,75,76.67,SYN-ACK,normal
2026-05-01 00:30:04,192.168.1.12,198.51.100.45,51291,53,UDP,1988,4438,76,54.54,FIN,normal
2026-05-01 00:30:18,192.168.1.12,198.51.100.45,49687,587,TCP,99,2409,13,58.22,ACK,normal
2026-05-01 00:30:36,192.168.1.11,198.51.100.20,49298,25,TCP,73,4048,72,50.57,SYN-ACK,normal
2026-05-01 00:30:36,192.168.1.12,192.168.1.100,53835,3306,TCP,183,4317,42,92.84,FIN,normal
2026-05-01 00:30:46,192.168.1.13,198.51.100.45,53146,993,TCP,218,756,12,43.88,PSH-ACK,normal
2026-05-01 00:30:49,203.0.113.5,192.168.1.200,63293,3306,TCP,1150,3249,3,5.33,FIN,normal
2026-05-01 00:30:54,192.168.1.12,198.51.100.20,53299,110,TCP,2950,4475,36,5.47,SYN-ACK,normal
2026-05-01 00:30:56,192.168.1.13,192.168.1.101,65479,8080,TCP,2397,2736,29,68.77,SYN-ACK,normal
2026-05-01 00:30:58,203.0.113.5,192.168.1.11,56166,110,TCP,770,1466,44,107.32,PSH-ACK,normal
2026-05-01 00:31:01,192.168.1.12,203.0.113.5,49537,993,TCP,121,4659,33,34.11,ACK,normal
2026-05-01 00:31:02,192.168.1.12,203.0.113.5,57370,3306,TCP,675,2896,23,42.02,ACK,normal
2026-05-01 00:31:08,192.168.1.13,192.168.1.100,61762,8080,TCP,740,2049,41,50.38,PSH-ACK,normal
2026-05-01 00:31:14,192.168.1.12,198.51.100.100,56086,80,TCP,1938,1106,18,79.42,SYN-ACK,normal
2026-05-01 00:31:48,192.168.1.10,203.0.113.80,51222,80,TCP,1430,1674,29,115.05,SYN-ACK,normal
2026-05-01 00:31:48,192.168.1.11,192.168.1.101,50407,443,TCP,2341,4521,20,42.93,SYN-ACK,normal
2026-05-01 00:31:52,198.51.100.20,192.168.1.200,49241,8080,TCP,1157,3707,38,4.72,ACK,normal
2026-05-01 00:32:10,198.51.100.20,192.168.1.100,56631,80,TCP,2394,2767,60,20.82,FIN,normal
2026-05-01 00:32:12,192.168.1.11,192.168.1.200,50728,3306,TCP,448,2317,69,13.65,ACK,normal
2026-05-01 00:32:23,192.168.1.13,198.51.100.20,54962,3306,TCP,1993,1670,66,100.72,SYN-ACK,normal
2026-05-01 00:32:32,192.168.1.14,192.168.1.200,51015,80,TCP,2998,2147,10,6.81,PSH-ACK,normal
2026-05-01 00:32:37,203.0.113.80,192.168.1.11,63109,25,TCP,2351,4047,13,80.64,ACK,normal
2026-05-01 00:32:38,192.168.1.14,203.0.113.80,52008,443,TCP,634,2635,64,11.3,FIN,normal
2026-05-01 00:32:39,192.168.1.13,198.51.100.100,54543,993,TCP,714,2373,48,54.27,ACK,normal
2026-05-01 00:32:47,192.168.1.11,203.0.113.5,56444,993,TCP,1155,3483,26,90.94,SYN-ACK,normal
2026-05-01 00:33:29,198.51.100.20,192.168.1.100,52996,110,TCP,917,1656,62,109.73,ACK,normal
2026-05-01 00:33:39,192.168.1.10,198.51.100.20,64773,53,TCP,1344,4717,45,54.81,ACK,normal
2026-05-01 00:33:41,192.168.1.13,198.51.100.100,63355,587,TCP,2212,2017,72,66.65,SYN-ACK,normal
2026-05-01 00:34:10,203.0.113.5,192.168.1.10,65102,443,TCP,1278,1295,76,56.88,ACK,normal
2026-05-01 00:34:19,192.168.1.13,192.168.1.100,64429,143,TCP,161,3673,32,50.86,PSH-ACK,normal
2026-05-01 00:34:21,203.0.113.5,192.168.1.200,62630,587,TCP,77,4459,2,2.02,FIN,normal
2026-05-01 00:34:23,192.168.1.13,203.0.113.80,50488,25,TCP,748,1501,79,68.81,SYN-ACK,normal
2026-05-01 00:34:33,192.168.1.11,192.168.1.200,61238,3306,TCP,1577,1190,52,41.18,FIN,normal
2026-05-01 00:34:35,192.168.1.10,198.51.100.20,51869,3306,TCP,1079,2056,21,63.47,PSH-ACK,normal
2026-05-01 00:34:47,198.51.100.45,192.168.1.13,54453,443,TCP,2015,2597,59,102.95,SYN-ACK,normal
2026-05-01 00:35:02,192.168.1.12,192.168.1.100,58507,3306,TCP,103,1398,76,19.92,PSH-ACK,normal
2026-05-01 00:35:06,198.51.100.20,192.168.1.101,59542,993,TCP,2393,4463,75,13.79,SYN-ACK,normal
2026-05-01 00:35:15,192.168.1.14,198.51.100.100,61004,53,TCP,2589,1740,20,37.37,ACK,normal
2026-05-01 00:35:16,192.168.1.11,192.168.1.100,62349,443,TCP,2241,4227,21,116.88,SYN-ACK,normal
2026-05-01 00:35:17,192.168.1.14,198.51.100.20,49946,587,TCP,1108,147,40,29.43,PSH-ACK,normal
2026-05-01 00:35:18,192.168.1.14,203.0.113.80,65370,587,TCP,2720,645,69,112.75,ACK,normal
2026-05-01 00:35:26,192.168.1.10,192.168.1.200,64354,110,TCP,604,2585,1,19.4,SYN-ACK,normal
2026-05-01 00:35:28,192.168.1.13,192.168.1.101,60450,110,TCP,1512,653,31,87.96,SYN-ACK,normal
2026-05-01 00:35:34,192.168.1.12,192.168.1.100,55130,110,TCP,66,699,58,52.44,ACK,normal
2026-05-01 00:35:51,192.168.1.12,192.168.1.200,57910,143,TCP,1388,630,79,3.45,PSH-ACK,normal
2026-05-01 00:35:59,198.51.100.100,192.168.1.14,54490,53,TCP,2983,2555,3,81.11,FIN,normal
2026-05-01 00:36:04,192.168.1.13,203.0.113.5,49814,80,TCP,1150,3662,43,13.09,SYN-ACK,normal
2026-05-01 00:36:08,198.51.100.100,192.168.1.200,59757,25,TCP,1035,3842,31,56.72,FIN,normal
2026-05-01 00:36:20,192.168.1.14,192.168.1.101,52743,587,TCP,1558,2813,54,70.05,SYN-ACK,normal
2026-05-01 00:36:28,192.168.1.14,198.51.100.20,58085,25,TCP,2629,3135,68,33.83,FIN,normal
2026-05-01 00:36:51,192.168.1.12,203.0.113.5,60772,53,UDP,2130,4817,31,60.92,PSH-ACK,normal
2026-05-01 00:37:08,192.168.1.10,198.51.100.20,61131,3306,TCP,67,2281,68,109.53,ACK,normal
2026-05-01 00:37:14,192.168.1.12,203.0.113.5,53494,8080,TCP,2179,2544,76,92.42,SYN-ACK,normal
2026-05-01 00:37:43,192.168.1.11,192.168.1.200,62998,143,TCP,2058,930,11,18.45,ACK,normal
2026-05-01 00:37:48,192.168.1.13,198.51.100.20,52005,3306,TCP,1829,1617,42,86.36,PSH-ACK,normal
2026-05-01 00:37:51,203.0.113.5,192.168.1.14,51502,143,TCP,2794,729,72,57.55,FIN,normal
2026-05-01 00:37:59,192.168.1.13,203.0.113.5,56632,80,TCP,2373,2481,68,60.38,ACK,normal
2026-05-01 00:38:04,192.168.1.10,198.51.100.20,55106,80,TCP,2364,3664,45,63.81,FIN,normal
2026-05-01 00:38:33,192.168.1.13,192.168.1.100,63861,143,TCP,2542,4892,49,61.33,ACK,normal
2026-05-01 00:38:55,203.0.113.80,192.168.1.11,58787,25,TCP,991,4569,49,72.33,ACK,normal
2026-05-01 00:38:57,192.168.1.14,203.0.113.5,49304,110,TCP,2686,4816,60,34.13,PSH-ACK,normal
2026-05-01 00:39:25,192.168.1.11,192.168.1.200,58719,993,TCP,2606,3253,27,73.02,FIN,normal
